8.129734e+01	1.235212e+02	1.329420e+02	1.270726e+02	1.158470e+02	1.095241e+02	1.102803e+02	1.150900e+02	1.202875e+02	1.233541e+02	1.246546e+02	1.251402e+02	1.247398e+02	1.238660e+02	1.234775e+02	1.235549e+02	1.231724e+02	1.219803e+02	1.199398e+02	1.177233e+02	1.190275e+02	1.254081e+02	1.312707e+02	1.335356e+02	1.341341e+02	1.343023e+02	1.309068e+02	1.223740e+02	1.157929e+02	1.116618e+02	9.920877e+01	6.264397e+01	
1.241871e+02	1.885702e+02	2.024532e+02	1.930315e+02	1.760641e+02	1.667795e+02	1.679690e+02	1.750100e+02	1.826968e+02	1.874826e+02	1.895838e+02	1.903137e+02	1.898132e+02	1.885402e+02	1.876448e+02	1.873297e+02	1.868090e+02	1.856103e+02	1.831955e+02	1.801257e+02	1.815689e+02	1.904595e+02	1.994004e+02	2.033077e+02	2.041409e+02	2.038253e+02	1.996296e+02	1.888288e+02	1.771842e+02	1.654814e+02	1.414745e+02	8.676384e+01	
1.357841e+02	2.059232e+02	2.204557e+02	2.095263e+02	1.907322e+02	1.807280e+02	1.823161e+02	1.898593e+02	1.980081e+02	2.034931e+02	2.057872e+02	2.059174e+02	2.050319e+02	2.041085e+02	2.037325e+02	2.035635e+02	2.031732e+02	2.023987e+02	2.002388e+02	1.972028e+02	1.981852e+02	2.064670e+02	2.156337e+02	2.203059e+02	2.213210e+02	2.206521e+02	2.183771e+02	2.101679e+02	1.929047e+02	1.686952e+02	1.351059e+02	7.988032e+01	
1.361264e+02	2.061179e+02	2.210336e+02	2.102368e+02	1.905149e+02	1.800542e+02	1.823775e+02	1.905959e+02	1.989999e+02	2.045633e+02	2.060668e+02	2.044539e+02	2.027258e+02	2.031787e+02	2.052744e+02	2.070172e+02	2.074378e+02	2.063580e+02	2.026667e+02	1.982732e+02	1.988493e+02	2.066421e+02	2.148301e+02	2.189042e+02	2.202983e+02	2.203083e+02	2.195083e+02	2.120542e+02	1.883540e+02	1.528247e+02	1.156099e+02	6.778355e+01	
1.314776e+02	1.992009e+02	2.165827e+02	2.085059e+02	1.886410e+02	1.776089e+02	1.805412e+02	1.895611e+02	1.979870e+02	2.023844e+02	2.021171e+02	1.991601e+02	1.976370e+02	2.003323e+02	2.055961e+02	2.104052e+02	2.127509e+02	2.112061e+02	2.045046e+02	1.965727e+02	1.961480e+02	2.044465e+02	2.110364e+02	2.125605e+02	2.147884e+02	2.167766e+02	2.140112e+02	2.004632e+02	1.709542e+02	1.345710e+02	1.039313e+02	6.433869e+01	
1.227372e+02	1.877948e+02	2.097177e+02	2.063179e+02	1.877208e+02	1.766286e+02	1.795790e+02	1.883971e+02	1.955625e+02	1.976853e+02	1.963645e+02	1.945275e+02	1.951609e+02	2.000917e+02	2.070976e+02	2.133772e+02	2.172037e+02	2.166139e+02	2.095613e+02	1.989553e+02	1.956622e+02	2.022525e+02	2.049032e+02	2.013338e+02	2.044556e+02	2.096897e+02	2.017202e+02	1.765107e+02	1.447236e+02	1.209872e+02	1.064533e+02	7.275687e+01	
1.134883e+02	1.777617e+02	2.043301e+02	2.045784e+02	1.874787e+02	1.769311e+02	1.799041e+02	1.883238e+02	1.940668e+02	1.943948e+02	1.935238e+02	1.938093e+02	1.964868e+02	2.028228e+02	2.101181e+02	2.157961e+02	2.197625e+02	2.208618e+02	2.168256e+02	2.077961e+02	2.016986e+02	2.026065e+02	1.979905e+02	1.869935e+02	1.893831e+02	1.983486e+02	1.859093e+02	1.516140e+02	1.241337e+02	1.192728e+02	1.223424e+02	8.978132e+01	
1.075439e+02	1.726173e+02	2.021795e+02	2.037403e+02	1.871492e+02	1.771416e+02	1.806563e+02	1.899855e+02	1.959875e+02	1.951288e+02	1.939867e+02	1.951083e+02	1.986513e+02	2.057145e+02	2.130361e+02	2.176368e+02	2.208256e+02	2.226954e+02	2.216935e+02	2.169068e+02	2.110001e+02	2.062076e+02	1.949380e+02	1.789288e+02	1.803047e+02	1.908626e+02	1.760904e+02	1.390184e+02	1.183834e+02	1.286279e+02	1.429304e+02	1.065236e+02	
1.062440e+02	1.724312e+02	2.029256e+02	2.042339e+02	1.872859e+02	1.772236e+02	1.811472e+02	1.918561e+02	1.990232e+02	1.970240e+02	1.944713e+02	1.959263e+02	2.004831e+02	2.076663e+02	2.141017e+02	2.174224e+02	2.196149e+02	2.212852e+02	2.213746e+02	2.193753e+02	2.155116e+02	2.102238e+02	2.000281e+02	1.873959e+02	1.878626e+02	1.911942e+02	1.707713e+02	1.363608e+02	1.252503e+02	1.449648e+02	1.607496e+02	1.170584e+02	
1.071300e+02	1.741304e+02	2.047052e+02	2.055150e+02	1.879320e+02	1.771409e+02	1.806664e+02	1.920513e+02	2.007603e+02	1.989329e+02	1.954772e+02	1.973255e+02	2.023677e+02	2.079151e+02	2.119348e+02	2.133494e+02	2.137970e+02	2.142320e+02	2.145308e+02	2.150256e+02	2.149518e+02	2.140376e+02	2.106454e+02	2.046877e+02	2.001198e+02	1.877209e+02	1.591921e+02	1.348950e+02	1.400196e+02	1.659789e+02	1.752639e+02	1.225472e+02	
